,CensusTract,State,County,Urban,Pop2010,OHU2010,LA1and10,lapop20share,PovertyRate,MedianFamilyIncome,lahunvhalfshare,lasnaphalfshare,lakids1,LATracts10,Lat,Long
2329,6053011000,California,Monterey County,0,5933,2592,1,0.0,9.4,116379.0,4.78,2.01,965.0,1,36.3913637,-121.6806215
2330,6053011102,California,Monterey County,1,11454,2720,1,0.0,12.2,67344.0,2.16,5.42,1258.0,1,36.4618772,-121.2981067
2331,6053011304,California,Monterey County,1,6688,1467,1,0.0,19.9,46152.0,1.41,7.68,181.0,1,36.246079,-121.0176253
2332,6053011400,California,Monterey County,0,3778,1255,1,5.46,19.5,61176.0,1.65,6.21,848.0,1,35.9668581,-120.9172021
2333,6053011502,California,Monterey County,0,1710,784,1,39.64,13.5,65441.0,0.0,1.77,260.0,1,36.3010787,-121.735102
2334,6053011900,California,Monterey County,1,4449,1884,1,0.0,6.3,151779.0,3.23,1.0,541.0,1,36.5852187,-121.9452821
2335,6053013100,California,Monterey County,1,1930,553,1,0.0,7.1,92841.0,0.0,1.02,713.0,1,36.5816889,-121.879603
2336,6053013800,California,Monterey County,1,5548,1607,1,0.0,10.1,86500.0,2.21,7.2,142.0,1,36.6129213,-121.8296281
2337,6053014102,California,Monterey County,1,2259,639,1,0.0,16.4,73614.0,3.8,16.02,739.0,1,36.6645043,-121.8005663
2338,6053014104,California,Monterey County,1,1611,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,36.6518615,-121.7987528
2339,6053014105,California,Monterey County,1,2688,1107,1,0.0,19.8,80947.0,5.35,5.9,448.0,1,36.6605317,-121.7650077
2340,6053014107,California,Monterey County,1,7088,2328,1,0.0,6.5,77917.0,2.5,3.89,1724.0,1,36.595286,-121.7884328
2341,6053014601,California,Monterey County,1,5232,1256,1,0.0,16.1,69555.0,0.0,14.06,1517.0,1,36.8334157,-121.7572058
2342,6053014700,California,Monterey County,1,6620,2073,1,0.0,8.3,90617.0,0.84,5.38,1670.0,1,36.7998783,-121.7100142
2343,6055200400,California,Napa County,1,3618,1560,1,0.0,7.3,107750.0,0.56,0.0,127.0,1,38.3111988,-122.2620126
2344,6055200601,California,Napa County,1,5016,1647,1,0.0,8.4,95682.0,0.34,3.49,251.0,1,38.3317567,-122.3124397
2345,6055200602,California,Napa County,1,4468,1791,1,0.0,6.9,102863.0,2.82,1.92,143.0,1,38.3344649,-122.2993279
2346,6055200706,California,Napa County,1,3283,1140,1,0.0,5.6,110208.0,3.19,0.0,698.0,1,38.3307724,-122.3302221
2347,6055201004,California,Napa County,1,6081,1918,1,0.0,8.1,80417.0,0.39,6.8,1182.0,1,38.1612495,-122.2397673
2348,6055201300,California,Napa County,1,2933,1050,1,0.0,6.5,117727.0,9.87,3.8,237.0,1,38.3955272,-122.3669283
2349,6055201500,California,Napa County,1,1868,786,1,0.0,7.1,130250.0,0.58,2.74,209.0,1,38.476171,-122.4673524
2350,6055201800,California,Napa County,0,1806,725,1,0.0,5.5,82946.0,2.15,6.39,364.0,1,38.6404729,-122.2866466
2351,6057000102,California,Nevada County,1,6677,2741,1,0.0,4.3,83644.0,0.46,2.42,1297.0,1,39.124831,-121.0499715
2352,6057000104,California,Nevada County,1,3190,1510,1,0.0,13.4,54097.0,5.9,6.85,444.0,1,39.1531128,-121.0640131
2353,6057000401,California,Nevada County,1,5744,2525,1,0.0,3.6,83174.0,0.35,0.92,559.0,1,39.24605,-121.1801765
2354,6057000402,California,Nevada County,1,6926,2802,1,0.0,21.4,74118.0,6.2,4.21,1273.0,1,39.210354,-121.2138243
2355,6057000501,California,Nevada County,1,6034,2730,1,0.0,15.3,62656.0,4.58,5.29,137.0,1,39.2334936,-121.0671814
2356,6057000502,California,Nevada County,1,4664,2047,1,0.0,17.0,58375.0,3.51,7.36,262.0,1,39.2116634,-121.0816502
2357,6057000600,California,Nevada County,1,6237,2943,1,0.0,23.7,43696.0,1.38,5.24,224.0,1,39.2143799,-121.0349258
2358,6057000802,California,Nevada County,1,6528,2873,1,0.0,13.4,59679.0,0.39,4.63,420.0,1,39.2511145,-121.0452762
2359,6057001205,California,Nevada County,1,4537,1699,1,0.0,3.3,115398.0,1.53,1.87,1147.0,1,39.342348,-120.1090918
2360,6057001206,California,Nevada County,1,6090,2245,1,0.0,9.8,89460.0,1.11,4.49,1156.0,1,39.331005,-120.1706073
2361,6059001501,California,Orange County,1,6373,2407,1,0.0,7.4,112708.0,2.0,2.85,122.0,1,33.9340988,-117.9135026
2362,6059001704,California,Orange County,1,7451,2311,1,0.0,10.9,131875.0,0.83,1.04,285.0,1,33.8866381,-117.9568638
2363,6059001706,California,Orange County,1,3869,1386,1,0.0,7.0,189306.0,9.2,0.0,186.0,1,33.8932937,-117.9383193
2364,6059001707,California,Orange County,1,7482,2511,1,0.0,5.3,152054.0,1.48,3.07,803.0,1,33.9046924,-117.9681585
2365,6059001708,California,Orange County,1,3786,1295,1,0.0,7.3,108750.0,0.73,0.59,264.0,1,33.9054515,-117.9505071
2366,6059001801,California,Orange County,1,5544,1544,1,0.0,20.9,53267.0,12.96,22.81,135.0,1,33.8672719,-117.979612
2367,6059011714,California,Orange County,1,499,166,1,0.0,5.8,80417.0,0.77,2.3,120.0,1,33.8561656,-117.8519526
2368,6059011722,California,Orange County,1,2363,1040,1,0.0,11.5,92898.0,6.73,6.65,210.0,1,33.8654909,-117.8706075
2369,6059021815,California,Orange County,1,7751,2577,1,0.0,2.8,143561.0,3.11,2.29,947.0,1,33.9272688,-117.8147284
2370,6059021821,California,Orange County,1,6582,2333,1,0.0,5.2,85156.0,0.85,2.91,266.0,1,33.868307,-117.8310387
2371,6059021822,California,Orange County,1,7488,2352,1,0.0,4.2,169153.0,2.26,0.0,549.0,1,33.9056824,-117.7919997
2372,6059021824,California,Orange County,1,2678,852,1,0.0,3.7,153125.0,1.3,0.0,138.0,1,33.8986741,-117.7692769
2373,6059021825,California,Orange County,1,3107,1086,1,0.0,5.6,153250.0,7.0,1.05,139.0,1,33.8994154,-117.7528373
2374,6059021826,California,Orange County,1,2682,1030,1,0.0,3.4,88819.0,2.08,1.54,590.0,1,33.8742185,-117.7152823
2375,6059021827,California,Orange County,1,3028,991,1,0.0,9.5,142879.0,2.13,0.0,540.0,1,33.8940999,-117.7309183
2376,6059021828,California,Orange County,1,4362,1300,1,0.0,1.8,186250.0,1.46,0.76,1196.0,1,33.8831822,-117.7056802
2377,6059021903,California,Orange County,1,4034,1198,1,0.0,7.1,125809.0,1.67,4.63,594.0,1,33.8523243,-117.8078596
2378,6059021912,California,Orange County,1,4828,1556,1,0.0,3.2,169268.0,0.48,0.86,1226.0,1,33.8168761,-117.7562327
2379,6059021915,California,Orange County,1,3985,1458,1,0.0,2.2,126103.0,0.63,0.0,155.0,1,33.8443705,-117.8115691
2380,6059021916,California,Orange County,1,3529,1403,1,0.0,1.3,166500.0,7.86,0.38,176.0,1,33.8407667,-117.7923658
2381,6059021917,California,Orange County,1,3435,1169,1,0.0,5.3,157981.0,4.79,0.95,297.0,1,33.804727,-117.7811071
2382,6059021919,California,Orange County,1,2662,942,1,0.0,4.0,133203.0,0.58,3.96,320.0,1,33.8488293,-117.7696789
2383,6059021920,California,Orange County,1,6892,2487,1,0.0,2.6,139375.0,0.72,2.75,1494.0,1,33.8356458,-117.7654493
2384,6059021921,California,Orange County,1,4496,1404,1,0.0,2.4,169659.0,0.0,0.48,492.0,1,33.8549585,-117.7543976
2385,6059021923,California,Orange County,1,6643,2359,1,0.0,3.0,130993.0,0.0,0.71,547.0,1,33.8373291,-117.7320838
2386,6059032020,California,Orange County,1,5715,1877,1,0.0,2.1,134519.0,1.21,1.32,560.0,1,33.6059752,-117.6438225
2387,6059032022,California,Orange County,1,6833,2224,1,0.0,7.9,84343.0,3.45,2.38,841.0,1,33.55068,-117.6666493
2388,6059032023,California,Orange County,1,13544,4371,1,0.0,2.4,163768.0,1.57,0.93,2026.0,1,33.5107583,-117.5516686
2389,6059032034,California,Orange County,1,5898,1826,1,0.0,4.4,181458.0,0.0,0.34,443.0,1,33.6394474,-117.629962
2390,6059032037,California,Orange County,1,4929,2504,1,0.0,6.2,103258.0,2.65,1.32,67.0,1,33.6200601,-117.6356879
2391,6059032042,California,Orange County,1,5796,1779,1,0.0,2.1,158281.0,1.32,1.56,301.0,1,33.6539114,-117.5683182
2392,6059032043,California,Orange County,1,3987,1227,1,0.0,2.2,209375.0,0.0,0.89,621.0,1,33.6311195,-117.5673455
2393,6059032044,California,Orange County,1,5760,1953,1,0.0,4.7,193487.0,1.61,0.74,1254.0,1,33.6153523,-117.5916259
2394,6059032045,California,Orange County,1,2978,915,1,0.0,3.5,151538.0,0.49,0.0,1080.0,1,33.5817672,-117.5985167
2395,6059032046,California,Orange County,1,6005,1836,1,0.0,3.3,213553.0,0.56,0.43,1974.0,1,33.5764329,-117.58352
2396,6059032048,California,Orange County,1,5590,2191,1,0.0,7.2,143967.0,3.2,0.0,942.0,1,33.651777,-117.6288774
2397,6059032049,California,Orange County,1,9368,2989,1,0.0,3.5,160807.0,0.0,1.18,1971.0,1,33.663982,-117.6147713
2398,6059032053,California,Orange County,1,7976,2957,1,0.0,6.9,126906.0,0.0,2.27,1907.0,1,33.617141,-117.6187322
2399,6059032056,California,Orange County,1,7072,2265,1,0.0,4.3,154401.0,6.43,5.89,1929.0,1,33.5436042,-117.6004507
2400,6059032058,California,Orange County,1,7312,2163,1,0.0,1.2,188750.0,0.27,0.31,1950.0,1,33.5418916,-117.6442558
2401,6059032061,California,Orange County,1,3349,1281,1,0.0,2.2,202188.0,2.57,1.02,351.0,1,33.5244496,-117.645955
2402,6059042103,California,Orange County,1,7418,2970,1,0.0,6.1,128008.0,0.72,1.96,356.0,1,33.4071994,-117.6052417
2403,6059042106,California,Orange County,1,1377,617,1,0.0,7.5,138021.0,5.3,0.88,132.0,1,33.4385746,-117.6336425
2404,6059042107,California,Orange County,1,4254,1418,1,0.0,8.0,78682.0,7.68,9.4,160.0,1,33.4320693,-117.6217862
2405,6059042108,California,Orange County,1,5697,2562,1,0.0,11.5,81994.0,3.76,8.64,398.0,1,33.4249625,-117.6245583
2406,6059042109,California,Orange County,1,4865,2018,1,0.0,9.1,116295.0,2.48,0.0,247.0,1,33.4458787,-117.5947849
2407,6059042111,California,Orange County,1,5994,2127,1,0.0,6.1,146964.0,0.94,3.64,867.0,1,33.4663648,-117.6277736
2408,6059042112,California,Orange County,1,6858,2237,1,0.0,2.6,170375.0,1.65,2.95,192.0,1,33.4573102,-117.6162586
2409,6059042114,California,Orange County,1,3718,1536,1,0.0,4.0,121397.0,1.27,3.2,518.0,1,33.4194887,-117.593146
2410,6059042203,California,Orange County,1,7015,2890,1,0.0,9.2,126184.0,2.81,0.35,617.0,1,33.4854137,-117.6510741
2411,6059042205,California,Orange County,1,6780,2428,1,0.0,3.0,147565.0,2.58,1.17,553.0,1,33.470188,-117.6410286
2412,6059042305,California,Orange County,1,3432,1493,1,0.0,7.7,202656.0,1.85,0.9,238.0,1,33.4991773,-117.7424655
2413,6059042317,California,Orange County,1,3331,1301,1,0.0,5.9,144750.0,0.01,0.64,147.0,1,33.5110094,-117.7138296
2414,6059042324,California,Orange County,1,4241,2123,1,0.0,12.5,113947.0,1.69,5.47,199.0,1,33.5002639,-117.7268281
2415,6059042328,California,Orange County,1,2524,799,1,0.0,10.0,212167.0,0.74,0.0,135.0,1,33.5831592,-117.6841854
2416,6059042333,California,Orange County,1,4014,1345,1,0.0,6.7,189219.0,0.63,1.74,150.0,1,33.5688148,-117.6836291
2417,6059052404,California,Orange County,1,549,13,1,0.0,0.0,91585.0,0.0,0.0,2.0,1,33.6738701,-117.7191073
2418,6059052408,California,Orange County,1,6154,2118,1,0.0,2.2,139514.0,0.88,0.93,195.0,1,33.649152,-117.7046343
2419,6059052419,California,Orange County,1,3456,1131,1,0.0,2.2,161528.0,0.0,1.33,1141.0,1,33.7636962,-117.7649096
2420,6059052420,California,Orange County,1,21098,6871,1,0.0,8.0,150122.0,0.18,0.85,283.0,1,33.7430213,-117.7352311
2421,6059052423,California,Orange County,1,5545,2061,1,0.0,17.0,103836.0,1.75,9.83,819.0,1,33.6588801,-117.6599285
2422,6059052425,California,Orange County,1,5865,2286,1,0.0,6.9,118174.0,2.68,3.5,273.0,1,33.6565671,-117.6804455
2423,6059052427,California,Orange County,1,5119,1667,1,0.0,2.1,143194.0,0.76,2.13,291.0,1,33.6829142,-117.6498083
2424,6059052428,California,Orange County,1,6217,2139,1,0.0,2.0,148819.0,1.73,0.81,1725.0,1,33.6797872,-117.6331763
2425,6059062604,California,Orange County,1,15174,6053,1,0.0,4.2,162232.0,1.85,0.0,1493.0,1,33.585416,-117.7988845
2426,6059062619,California,Orange County,1,3885,1744,1,0.0,6.3,180125.0,1.34,0.28,194.0,1,33.5409778,-117.7681955
2427,6059062620,California,Orange County,1,5065,2305,1,0.0,5.2,182167.0,2.59,1.64,199.0,1,33.5306175,-117.762964
2428,6059062621,California,Orange County,1,4800,1824,1,0.0,8.0,120326.0,0.96,1.22,238.0,1,33.6364023,-117.7518955
2429,6059062629,California,Orange County,1,2660,895,1,0.0,4.3,156641.0,0.56,2.33,386.0,1,33.634782,-117.8209398
2430,6059062630,California,Orange County,1,1722,745,1,0.0,4.6,128250.0,1.4,0.0,195.0,1,33.6520157,-117.7890788
2431,6059062631,California,Orange County,1,3303,1240,1,0.0,2.7,185000.0,0.91,0.26,468.0,1,33.6401283,-117.8123266
2432,6059062632,California,Orange County,1,3979,1802,1,0.0,4.8,160100.0,1.65,0.59,270.0,1,33.528328,-117.7443955
2433,6059062633,California,Orange County,1,6545,1864,1,0.0,5.1,166205.0,0.49,1.07,1717.0,1,33.563581,-117.7391584
2434,6059062634,California,Orange County,1,5466,1978,1,0.0,3.8,133871.0,0.47,0.0,1075.0,1,33.5918953,-117.732059
2435,6059062635,California,Orange County,1,4039,1630,1,0.0,2.8,164331.0,0.57,1.1,97.0,1,33.6011253,-117.738192
2436,6059062638,California,Orange County,1,6161,2406,1,0.0,4.3,121875.0,0.74,0.83,180.0,1,33.5791773,-117.7339145
2437,6059062643,California,Orange County,1,7246,2661,1,0.0,5.7,250001.0,0.98,0.85,509.0,1,33.5950883,-117.829038
2438,6059062649,California,Orange County,1,3257,1964,1,0.0,12.6,77500.0,6.64,0.99,210.0,1,33.6016816,-117.7535469
2439,6059062800,California,Orange County,1,4220,2094,1,0.0,11.6,124327.0,1.2,2.45,67.0,1,33.6045927,-117.9129453
2440,6059063603,California,Orange County,1,6223,3056,1,0.0,6.5,110227.0,9.81,3.21,285.0,1,33.6344482,-117.9474672
2441,6059075301,California,Orange County,1,5712,1564,1,0.0,16.2,72975.0,4.44,8.2,265.0,1,33.7749556,-117.8825621
2442,6059075604,California,Orange County,1,7487,2659,1,0.0,4.3,175000.0,3.29,0.38,797.0,1,33.7789497,-117.7854284
2443,6059075605,California,Orange County,1,5776,2138,1,0.0,5.2,131545.0,0.0,0.44,343.0,1,33.7768438,-117.7699603
2444,6059075606,California,Orange County,1,6941,2280,1,0.0,5.9,204000.0,0.0,0.58,1327.0,1,33.7537091,-117.7856521
2445,6059075607,California,Orange County,1,6065,2813,1,0.0,11.5,150125.0,4.64,3.07,242.0,1,33.7399828,-117.7820948
2446,6059075703,California,Orange County,1,4069,1357,1,0.0,3.0,169267.0,1.33,0.56,540.0,1,33.7672498,-117.8074364
2447,6059075809,California,Orange County,1,3023,1060,1,0.0,5.9,197857.0,0.81,1.36,297.0,1,33.8222704,-117.8092479
2448,6059075813,California,Orange County,1,5069,1677,1,0.0,5.1,127188.0,0.45,0.96,128.0,1,33.8313839,-117.8264202
2449,6059075814,California,Orange County,1,3327,1165,1,0.0,6.2,162554.0,0.63,0.0,761.0,1,33.831656,-117.8056228
2450,6059076101,California,Orange County,1,8933,3252,1,0.0,15.1,80851.0,2.41,2.24,306.0,1,33.795275,-117.8772222
2451,6059076102,California,Orange County,1,7487,1618,1,0.0,19.6,60625.0,11.77,8.97,432.0,1,33.7825729,-117.892793
2452,6059076201,California,Orange County,1,6772,2380,1,0.0,8.8,127399.0,1.52,5.82,721.0,1,33.8366335,-117.8536692
2453,6059076204,California,Orange County,1,4492,1178,1,0.0,27.9,58884.0,1.32,21.89,173.0,1,33.812775,-117.8611662
2454,6059086303,California,Orange County,1,6212,2350,1,0.0,13.1,84911.0,3.34,2.43,393.0,1,33.8123155,-117.8911492
2455,6059086306,California,Orange County,1,3658,1182,1,0.0,13.6,81563.0,7.88,11.47,177.0,1,33.8232178,-117.877059
2456,6059086407,California,Orange County,1,6488,2046,1,0.0,13.8,67244.0,2.69,13.47,1067.0,1,33.8446052,-117.8580732
2457,6059099308,California,Orange County,1,5847,2146,1,0.0,3.5,154196.0,0.0,1.3,175.0,1,33.6791148,-118.0201434
2458,6059099404,California,Orange County,1,4505,1707,1,0.0,4.6,134429.0,1.89,0.7,183.0,1,33.7074614,-118.0193307
2459,6059099415,California,Orange County,1,5374,1919,1,0.0,1.9,153798.0,1.42,3.51,355.0,1,33.6926411,-118.0288122
2460,6059099506,California,Orange County,1,1253,610,1,0.0,6.3,133409.0,1.8,3.41,116.0,1,33.7205507,-118.0760209
2461,6059099509,California,Orange County,1,3491,2486,1,0.0,9.4,52906.0,17.6,1.77,7.0,1,33.7700681,-118.0833849
2462,6059099510,California,Orange County,1,4058,3130,1,0.0,12.5,54333.0,16.21,1.7,1.0,1,33.7660256,-118.0886935
2463,6059099513,California,Orange County,1,2141,1147,1,0.0,5.9,118650.0,0.74,3.42,71.0,1,33.7193851,-118.0656938
2464,6059099514,California,Orange County,1,5453,2264,1,0.0,1.3,166313.0,0.43,0.26,91.0,1,33.7222298,-118.0609493
2465,6059099603,California,Orange County,1,6126,2274,1,0.0,6.7,126053.0,2.59,3.15,848.0,1,33.7473928,-118.0388823
2466,6059099902,California,Orange County,1,4486,1273,1,0.0,9.1,74621.0,4.87,10.39,262.0,1,33.7662506,-118.0205108
2467,6059099905,California,Orange County,1,3053,1095,1,0.0,9.8,88348.0,1.21,11.13,705.0,1,33.7704951,-118.0301153
2468,6059099906,California,Orange County,1,4866,1645,1,0.0,5.8,141250.0,3.66,3.63,1005.0,1,33.7648072,-118.0358073
2469,6059110004,California,Orange County,1,4703,1664,1,0.0,2.6,114597.0,1.17,2.96,399.0,1,33.7774482,-118.0222289
2470,6059110005,California,Orange County,1,3124,1120,1,0.0,5.0,110469.0,0.0,1.38,247.0,1,33.7805697,-118.0366697
2471,6059110007,California,Orange County,1,4799,1664,1,0.0,5.3,130338.0,0.51,1.5,241.0,1,33.7860198,-118.0863456
2472,6059110012,California,Orange County,1,5012,1922,1,0.0,1.9,149900.0,7.39,0.78,699.0,1,33.7780672,-118.0583294
2473,6059110015,California,Orange County,1,3548,1221,1,0.0,4.3,133375.0,2.02,0.99,255.0,1,33.792587,-118.0523303
2474,6059110603,California,Orange County,1,8540,2438,1,0.0,24.8,45922.0,3.18,16.83,534.0,1,33.8687069,-117.993735
2475,6059110605,California,Orange County,1,6638,2153,1,0.0,6.8,110108.0,0.01,0.29,138.0,1,33.884898,-117.9712501
2476,6061020106,California,Placer County,1,1719,757,1,0.0,9.9,74444.0,2.03,1.93,239.0,1,39.2614322,-120.0403968
2477,6061020401,California,Placer County,1,2129,951,1,0.0,25.4,43800.0,7.68,7.64,92.0,1,38.8923191,-121.0770752
2478,6061020402,California,Placer County,1,3396,1419,1,0.0,7.2,115000.0,6.1,4.7,596.0,1,38.883438,-121.0643371
2479,6061020502,California,Placer County,1,4103,1625,1,0.0,6.7,133398.0,4.32,3.76,868.0,1,38.8567146,-121.0997167
2480,6061020601,California,Placer County,1,6911,2557,1,0.0,3.0,138603.0,2.69,1.58,976.0,1,38.7669083,-121.135857
2481,6061020602,California,Placer County,1,6970,2590,1,0.0,8.7,117656.0,2.74,2.98,1434.0,1,38.805202,-121.164918
2482,6061020604,California,Placer County,1,5589,1984,1,0.0,3.4,137500.0,2.09,3.39,622.0,1,38.7553138,-121.2003901
2483,6061020605,California,Placer County,1,5826,2008,1,0.0,4.3,163530.0,3.32,0.0,927.0,1,38.73169,-121.1936951
2484,6061020606,California,Placer County,1,4303,1362,1,0.0,4.3,189602.0,0.0,0.0,1056.0,1,38.7166599,-121.2083211
2485,6061020710,California,Placer County,1,4387,1633,1,0.0,6.4,109896.0,2.89,1.65,487.0,1,38.7266398,-121.2378798
2486,6061020715,California,Placer County,1,3059,1115,1,0.0,12.2,97401.0,2.59,4.01,383.0,1,38.7237694,-121.2543801
2487,6061020805,California,Placer County,1,3902,1619,1,0.0,11.4,78939.0,1.97,2.16,654.0,1,38.728908,-121.2933222
2488,6061020901,California,Placer County,1,2605,920,1,0.0,23.0,46290.0,11.92,12.92,183.0,1,38.7382,-121.293307
2489,6061020908,California,Placer County,1,6706,2424,1,0.0,14.5,68833.0,0.62,7.37,160.0,1,38.7393452,-121.3164942
2490,6061021035,California,Placer County,1,7431,2434,1,0.0,5.9,115663.0,2.2,0.0,1616.0,1,38.7598403,-121.3450222
2491,6061021039,California,Placer County,1,1771,1089,1,0.0,5.4,81250.0,3.95,0.87,2.0,1,38.7846135,-121.3520569
2492,6061021040,California,Placer County,1,3493,2134,1,0.0,12.8,79821.0,7.78,0.52,8.0,1,38.7756083,-121.3472556
2493,6061021109,California,Placer County,1,5012,1783,1,0.0,4.6,134444.0,3.47,2.25,709.0,1,38.78155,-121.2189633
2494,6061021122,California,Placer County,1,3463,1303,1,0.0,2.3,144397.0,0.7,1.2,538.0,1,38.8290525,-121.2420642
2495,6061021123,California,Placer County,1,7397,2686,1,0.0,2.3,126638.0,2.17,0.43,224.0,1,38.8481243,-121.2249758
2496,6061021203,California,Placer County,1,6536,2359,1,0.0,3.2,95015.0,0.0,0.44,578.0,1,38.8271204,-121.1999804
2497,6061021309,California,Placer County,1,9552,2870,1,0.0,3.3,137145.0,1.68,2.46,1758.0,1,38.8268169,-121.2796761
2498,6061021322,California,Placer County,1,8762,3004,1,0.0,11.0,125689.0,3.07,4.5,2484.0,1,38.8437805,-121.3951833
2499,6061021403,California,Placer County,1,7000,2287,1,0.0,12.6,56630.0,8.62,2.97,371.0,1,38.8903019,-121.303039
2500,6061021501,California,Placer County,1,5979,2066,1,0.0,3.7,89693.0,2.42,2.55,448.0,1,38.9192661,-121.1180058
2501,6061021603,California,Placer County,1,4549,1887,1,0.0,19.8,49464.0,12.89,9.51,298.0,1,38.9522451,-121.1106507
2502,6061021801,California,Placer County,1,4522,1721,1,0.0,6.4,100922.0,0.53,2.82,873.0,1,38.9814721,-121.0699172
2503,6061021802,California,Placer County,1,5676,2302,1,0.0,12.3,80806.0,1.71,6.16,191.0,1,38.9479978,-121.0601198
2504,6061021902,California,Placer County,1,4454,1719,1,0.0,5.8,109805.0,1.22,2.05,440.0,1,39.0089065,-121.0246048
2505,6061022013,California,Placer County,0,2934,1203,1,0.57,14.1,84803.0,3.3,3.36,552.0,1,39.2241768,-120.7181379
2506,6061022400,California,Placer County,1,4396,1619,1,0.0,4.8,153798.0,3.15,1.78,836.0,1,38.7658974,-121.2390477
2507,6061022500,California,Placer County,1,3879,1259,1,0.0,3.8,176694.0,1.82,2.43,998.0,1,38.7391442,-121.3640005
2508,6061023100,California,Placer County,1,6491,2088,1,0.0,3.9,143821.0,0.56,1.47,536.0,1,38.8007142,-121.331297
2509,6061023200,California,Placer County,1,4960,1487,1,0.0,5.6,106136.0,0.9,3.24,248.0,1,38.8545204,-121.3262772
2510,6061023400,California,Placer County,1,4479,1440,1,0.0,10.1,93571.0,2.76,3.79,1418.0,1,38.910134,-121.3490202
2511,6061023500,California,Placer County,1,5159,1506,1,0.0,1.9,137236.0,0.43,2.97,1868.0,1,38.8474985,-121.2864775
2512,6061023600,California,Placer County,1,4565,2645,1,0.0,4.5,81953.0,2.06,1.87,12.0,1,38.856861,-121.2638454
2513,6061023700,California,Placer County,1,3347,2002,1,0.0,4.9,83865.0,1.51,1.08,2.0,1,38.8721495,-121.282875
2514,6061023800,California,Placer County,1,3257,1913,1,0.0,10.9,79727.0,3.15,0.0,48.0,1,38.876759,-121.2561132
2515,6061023900,California,Placer County,1,3100,992,1,0.0,7.1,112802.0,2.03,4.15,988.0,1,38.8889816,-121.3278582
2516,6063000300,California,Plumas County,0,4760,2019,1,0.0,14.1,70893.0,3.05,5.94,475.0,1,39.9140961,-120.3358146
2517,6065030101,California,Riverside County,1,1226,330,1,0.0,17.3,59476.0,0.0,21.94,373.0,1,33.9971131,-117.3520326
2518,6065030104,California,Riverside County,1,6922,1853,1,0.0,12.4,69570.0,1.23,8.77,2109.0,1,34.0057669,-117.3664576
2519,6065030601,California,Riverside County,1,5249,1769,1,0.0,2.8,165529.0,0.97,1.36,877.0,1,33.9200472,-117.3619258
2520,6065030602,California,Riverside County,1,3285,1269,1,0.0,3.9,124405.0,0.0,3.83,138.0,1,33.9390841,-117.3713613
2521,6065030603,California,Riverside County,1,2978,1070,1,0.0,5.7,133068.0,2.52,0.96,385.0,1,33.9557504,-117.3611853
2522,6065030800,California,Riverside County,1,6973,2390,1,0.0,10.2,75552.0,3.24,8.03,321.0,1,33.9653835,-117.4115769
2523,6065030900,California,Riverside County,1,3308,831,1,0.0,9.8,63015.0,2.06,10.46,179.0,1,33.9577091,-117.4411265
2524,6065031701,California,Riverside County,1,2943,817,1,0.0,18.4,58000.0,0.67,10.2,144.0,1,33.9061238,-117.4050093
2525,6065031704,California,Riverside County,1,5284,1723,1,0.0,5.0,80727.0,5.49,4.53,279.0,1,33.9186451,-117.4211712
2526,6065040101,California,Riverside County,1,4287,944,1,0.0,17.3,66719.0,3.93,13.74,590.0,1,34.02279,-117.3964984
2527,6065040102,California,Riverside County,1,4630,1035,1,0.0,8.8,71183.0,0.85,6.67,1398.0,1,34.0234351,-117.44041
2528,6065040202,California,Riverside County,1,2821,835,1,0.0,16.7,64702.0,3.11,11.58,146.0,1,33.982183,-117.433385
2529,6065040301,California,Riverside County,1,7857,2055,1,0.0,27.0,39798.0,4.01,11.95,506.0,1,34.0003286,-117.4234617
2530,6065040302,California,Riverside County,1,7308,2066,1,0.0,11.1,96375.0,0.0,3.34,1214.0,1,33.9933691,-117.4427988
2531,6065040303,California,Riverside County,1,3243,799,1,0.0,13.3,68438.0,0.0,8.88,1063.0,1,34.008501,-117.4511075
2532,6065040405,California,Riverside County,1,5353,1618,1,0.0,3.0,94762.0,3.2,3.49,170.0,1,33.9886544,-117.4673294
2533,6065040501,California,Riverside County,1,6878,1690,1,0.0,20.9,66403.0,1.51,8.07,166.0,1,34.0075778,-117.4773497
2534,6065040502,California,Riverside County,1,6202,1574,1,0.0,21.6,64831.0,1.31,13.38,221.0,1,34.0225503,-117.4882782
2535,6065040503,California,Riverside County,1,3876,1698,1,0.0,12.8,56944.0,9.08,12.51,237.0,1,34.0222888,-117.5161423
2536,6065040604,California,Riverside County,1,5541,1447,1,0.0,9.3,85046.0,4.27,4.12,196.0,1,33.9861154,-117.531606
2537,6065040605,California,Riverside County,1,3543,794,1,0.0,19.9,57955.0,1.31,20.68,501.0,1,33.9962787,-117.5140276
2538,6065040609,California,Riverside County,1,8422,2214,1,0.0,5.4,123750.0,1.63,4.29,1485.0,1,33.9180425,-117.617809
2539,6065040613,California,Riverside County,1,12842,3206,1,0.0,5.7,126042.0,0.72,4.83,229.0,1,33.9635863,-117.575648
2540,6065040616,California,Riverside County,1,7610,1825,1,0.0,2.7,123456.0,1.46,2.34,1330.0,1,33.9422906,-117.5776719
2541,6065040701,California,Riverside County,1,2248,673,1,0.0,3.8,115583.0,0.0,0.69,370.0,1,33.9319208,-117.5759903
